Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
战,zhàn,war; to fight,该国向邻国宣战了。,Gāi guó xiàng línguó xuānzhàn le.,The country declared war on neighboring nations.
战,zhàn,war; to fight,他们为国家而战。,Tāmen wèi guójiā ér zhàn.,They fight for their country.
同事,tóngshì,colleague; to work together,我是他的同事。,Wǒ shì tā de tóngshì.,I'm a colleague of his.
同事,tóngshì,colleague; to work together,他们同事有十年了。,Tāmen tóngshì yǒu shí nián le.,They've been colleagues for ten years.
保存,bǎocún,"to preserve, to keep, to conserve; preservation",这些书保存得很好。,Zhèxiē shū bǎocún de hěn hǎo.,These books are well preserved.
保存,bǎocún,"to preserve, to keep, to conserve; preservation",食品过了保存期。,Shípǐn guòle bǎocúnqī.,This product is past its expiration date.
施工,shīgōng,to construct; construction,前方道路施工。,Qiánfāng dàolù shīgōng.,Roadwork ahead.
施工,shīgōng,to construct; construction,施工计划能够按时完成。,Shīgōng jìhuà nénggòu ànshí wánchéng.,The construction plans can be completed on time.
不用,búyòng,don't have to,不用谢。,Búyòng xiè.,You're welcome.
不用,búyòng,don't have to,有我在不用害怕。,Yǒu wǒ zài búyòng hàipà.,You needn't be afraid when I'm here.
协会,xiéhuì,"association, society",协会批准他加入。,Xiéhuì pīzhǔn tā jiārù.,He was admitted to the association.
协会,xiéhuì,"association, society",我是科学协会的成员。,Wǒ shì kēxué xiéhuì de chéngyuán.,I'm a member of a scientific association.
日常,rìcháng,"everyday, daily, usual",这些都是我日常的工作。,Zhèxiē dōu shì wǒ rìcháng de gōngzuò.,All this is part of my daily work.
日常,rìcháng,"everyday, daily, usual",他日常会在下午开会。,Tā rìcháng huì zài xiàwǔ kāihuì.,He usually attends meetings in the afternoon.
义务,yìwù,"duty, obligation; volunteer, voluntary",交税是我们的义务。,Jiāoshuì shì wǒmen de yìwù.,It's our duty to pay taxes.
义务,yìwù,"duty, obligation; volunteer, voluntary",我经常义务地打扫卫生。,Wǒ jīngcháng yìwù de dǎsǎo wèishēng.,I often do the cleaning out of obligation.
移动,yídòng,"to move, to shift",他们在移动家具。,Tāmen zài yídòng jiājù.,They're moving the furniture.
移动,yídòng,"to move, to shift",请移动一下这张桌子。,Qǐng yídòng yíxià zhè zhāng zhuōzi.,Please move this table.
判断,pànduàn,"to judge, to determine; judgment",你的判断不正确。,Nǐ de pànduàn bú zhèngquè.,Your judgment is incorrect.
判断,pànduàn,"to judge, to determine; judgment",法官根据事实来判断。,Fǎguān gēnjù shìshí lái pànduàn.,The judge makes decisions based on facts.
纪念,jìniàn,"commemoration, souvenir; to commemorate",这是妈妈留给我的纪念。,Zhè shì māma liúgěi wǒ de jìniàn.,This is a keepsake from my mother.
纪念,jìniàn,"commemoration, souvenir; to commemorate",今天是值得纪念的日子。,Jīntiān shì zhídé jìniàn de rìzi.,Today is a memorable day.
遵守,zūnshǒu,"to observe, to abide by",学生要遵守校规。,Xuésheng yào zūnshǒu xiàoguī.,Students should follow school rules.
遵守,zūnshǒu,"to observe, to abide by",我们保证遵守规则。,Wǒmen bǎozhèng zūnshǒu guīzé.,We promise to observe the rules.
硬,yìng,"hard, firm; persistently",这石头很硬。,Zhè shítou hěn yìng.,The stone is hard.
硬,yìng,"hard, firm; persistently",这块肉太硬了。,Zhè kuài ròu tài yìng le.,This piece of meat is too tough.
数码,shùmǎ,"digit, numeral, figure",最后两个数码相同。,Zuìhòu liǎng gè shùmǎ xiāngtóng.,The last two digits are the same.
数码,shùmǎ,"digit, numeral, figure",我买了一台数码相机。,Wǒ mǎile yì tái shùmǎ xiàngjī.,I bought a digital camera.
印象,yìnxiàng,impression,我对他印象很深。,Wǒ duì tā yìnxiàng hěn shēn.,He left a deep impression on me.
印象,yìnxiàng,impression,这件事情我有印象。,Zhè jiàn shìqing wǒ yǒu yìnxiàng.,This affair left an impression on me.
体制,tǐzhì,"system, setup",国家的体制很完善。,Guójiā de tǐzhì hěn wánshàn.,The national system is perfect.
体制,tǐzhì,"system, setup",公司的管理体制很全面。,Gōngsī de guǎnlǐ tǐzhì hěn quánmiàn.,The management system of this company is comprehensive.
发行,fāxíng,"to issue, to publish; issue, publication",他的小说发行了。,Tā de xiǎoshuō fāxíng le.,His novel has been released.
发行,fāxíng,"to issue, to publish; issue, publication",我终于等到新邮票的发行。,Wǒ zhōngyú děngdào xīn yóupiào de fāxíng.,I'm waiting for the new stamp to finally be issued.
解放,jiěfàng,to liberate; liberation,通过改革来解放生产力。,Tōngguò gǎigé lái jiěfàng shēngchǎnlì.,Reform unleashes the forces of productivity.
解放,jiěfàng,to liberate; liberation,人民获得了解放。,Rénmín huòdéle jiěfàng.,The people gained their freedom.
帽子,màozi,"hat, cap",你的帽子真好看。,Nǐ de màozi zhēn hǎokàn.,Your hat looks good.
帽子,màozi,"hat, cap",这是我的帽子。,Zhè shì wǒ de màozi.,This is my hat.
逐渐,zhújiàn,"gradually, by degrees",我逐渐开始喜欢他了。,Wǒ zhújiàn kāishǐ xǐhuan tā le.,I gradually began to like him.
逐渐,zhújiàn,"gradually, by degrees",我的计划逐渐完善。,Wǒ de jìhuà zhújiàn wánshàn.,My plan has been gradually improved.
信用卡,xìnyòngkǎ,credit card,我用信用卡买东西。,Wǒ yòng xìnyòngkǎ mǎi dōngxi.,I use a credit card to buy things.
信用卡,xìnyòngkǎ,credit card,我的信用卡丢失了。,Wǒ de xìnyòngkǎ diūshī le.,My credit card was lost.
刻,kè,to carve; quarter of an hour,他在桌子上刻字。,Tā zài zhuōzi shang kèzì.,He's carving characters on the table.
刻,kè,to carve; quarter of an hour,他用了一刻钟走回家。,Tā yòngle yí kèzhōng zǒuhuí jiā.,It took him 15 minutes to arrive home on foot.
加快,jiākuài,"to speed up, to accelerate",我们要加快速度！,Wǒmen yào jiākuài sùdù!,We have to speed up!
加快,jiākuài,"to speed up, to accelerate",我的心跳加快了。,Wǒ de xīntiào jiākuài le.,My heart beats faster.
骑,qí,"to ride, to sit astride",我骑自行车上班。,Wǒ qí zìxíngchē shàngbān.,I bike to work.
骑,qí,"to ride, to sit astride",孩子骑在爸爸肩上。,Háizi qí zài bàba jiān shang.,The child is riding on his father's shoulders.
届,jiè,counter for years or sessions,她在我们这一届之后就退休了。,Tā zài wǒmen zhè yí jiè zhīhòu jiù tuìxiū le.,She retired after our class graduated.
届,jiè,counter for years or sessions,第十六届亚运会在广州召开。,Dì shíliù jiè Yàyùnhuì zài Guǎngzhōu zhàokāi.,The 16th Asian Games are being held in Guangzhou.
危机,wēijī,"crisis, critical moment",公司遇到了危机。,Gōngsī yùdàole wēijī.,The company is facing a crisis.
危机,wēijī,"crisis, critical moment",在危机时刻，警察出现了。,"Zài wēijī shíkè, jǐngchá chūxiàn le.",The police showed up at the critical moment.
运用,yùnyòng,"to utilize, to apply",运用你的智慧来找答案。,Yùnyòng nǐ de zhìhuì lái zhǎo dá'àn.,Use your wisdom to find the answer.
运用,yùnyòng,"to utilize, to apply",我们把新技术运用到生产上。,Wǒmen bǎ xīn jìshù yùnyòng dào shēngchǎn shang.,We applied the new technology to production.
诊断,zhěnduàn,to diagnose; diagnosis,医生正在诊断病人。,Yīshēng zhèngzài zhěnduàn bìngrén.,The doctor is diagnosing the patient.
诊断,zhěnduàn,to diagnose; diagnosis,医生作出了准确的诊断。,Yīshēng zuòchūle zhǔnquè de zhěnduàn.,The doctor has made an accurate diagnosis.
死亡,sǐwáng,to die; death,这些小动物相继死亡了。,Zhèxiē xiǎo dòngwù xiāngjì sǐwáng le.,These small animals died one after another.
死亡,sǐwáng,to die; death,死亡是不能避免的。,Sǐwáng shì bù néng bìmiǎn de.,Death is unavoidable.
中旬,zhōngxún,middle 10 days of a month,在本月中旬进行考试。,Zài běnyuè zhōngxún jìnxíng kǎoshì.,There is a mid-month examination.
中旬,zhōngxún,middle 10 days of a month,需要在三月中旬完成工作。,Xūyào zài sānyuè zhōngxún wánchéng gōngzuò.,The work needs to be completed by mid-March.
照顾,zhàogù,to take care of,护士在照顾病人。,Hùshì zài zhàogù bìngrén.,The nurse is taking care of the patients.
照顾,zhàogù,to take care of,他一个人照顾全家。,Tā yígè rén zhàogù quán jiā.,He takes care of the whole family by himself.
当前,dāngqián,the present; to be faced by,当前的问题是什么？,Dāngqián de wèntí shì shénme?,What is the current problem?
当前,dāngqián,the present; to be faced by,任务当前要赶快做。,Rènwu dāngqián yào gǎnkuài zuò.,The task should be started right away.
总理,zǒnglǐ,"premier, prime minister; to unify",总理在发表演讲。,Zǒnglǐ zài fābiǎo yǎnjiǎng.,The Prime Minister is delivering a speech.
总理,zǒnglǐ,"premier, prime minister; to unify",他是国家总理。,Tā shì guójiā zǒnglǐ.,He's the Prime Minister.
大会,dàhuì,"general meeting, convention",城市举办了科学大会。,Chéngshì jǔbànle kēxué dàhuì.,A science conference was held in the city.
大会,dàhuì,"general meeting, convention",公司每年召开一次大会。,Gōngsī měi nián zhàokāi yí cì dàhuì.,The company holds an general meeting every year.
受伤,shòushāng,"to be injured, to be wounded",我受伤了。,Wǒ shòushāng le.,I got hurt.
受伤,shòushāng,"to be injured, to be wounded",她的手受伤了。,Tā de shǒu shòushāng le.,Her hands were injured.
智慧,zhìhuì,"wisdom, intelligence",那个老人很有智慧。,Nàge lǎorén hěn yǒu zhìhuì.,That old man is wise.
智慧,zhìhuì,"wisdom, intelligence",我们可以从生活中得到智慧。,Wǒmen kěyǐ cóng shēnghuó zhōng dédào zhìhuì.,We can learn wisdom from life.
妻子,qīzi,wife,她是我的妻子。,Tā shì wǒ de qīzi.,She's my wife.
妻子,qīzi,wife,他的妻子是医生。,Tā de qīzi shì yīshēng.,His wife is a doctor.
幅,fú,"counter for cloth, painting and calligraphy",他送给我一幅画。,Tā sònggěi wǒ yì fú huà.,He gave me a picture.
幅,fú,"counter for cloth, painting and calligraphy",墙上挂着一幅地图。,Qiáng shang guàzhe yì fú dìtú.,There's a map hanging on the wall.
随,suí,to follow; along with,请随我来。,Qǐng suí wǒ lái.,Please follow me.
随,suí,to follow; along with,他随手关了门。,Tā suíshǒu guānle mén.,He closed the door behind him.
输,shū,"to lose, to transport, to convey",我们队输了。,Wǒmen duì shū le.,Our team lost.
输,shū,"to lose, to transport, to convey",他很不服输。,Tā hěn bù fúshū.,He won't admit defeat.
下去,xiàqù,"to go down, to descend; verb complement indicating downward movement or continuation",沿着大道走下去。,Yánzhe dà dào zǒuxiàqù.,Walk along the main street.
下去,xiàqù,"to go down, to descend; verb complement indicating downward movement or continuation",我马上下去。,Wǒ mǎshàng xiàqù.,I'm going down right away.
监督,jiāndū,to supervise; supervisor,老师正在监督学生学习。,Lǎoshī zhèngzài jiāndū xuésheng xuéxí.,The teacher is supervising the learning activities of the students.
监督,jiāndū,to supervise; supervisor,他是这场比赛的监督。,Tā shì zhè chǎng bǐsài de jiāndū.,He's the referee of this game.
翻,fān,"to turn over, to search",请翻开书第三页。,Qǐng fānkāi shū dì sān yè.,Please open the book and turn to page three.
翻,fān,"to turn over, to search",她在翻书包找钥匙。,Tā zài fān shūbāo zhǎo yàoshi.,She's searching her bag for the key.
实用,shíyòng,"practical, pragmatic",这个方法简单且实用。,Zhège fāngfǎ jiǎndān qiě shíyòng.,This method is simple and practical.
实用,shíyòng,"practical, pragmatic",他提出了实用的方案。,Tā tíchūle shíyòng de fāng'àn.,He proposed a practical solution.
开心,kāixīn,"joyful; to feel happy, to make fun of",我们玩得很开心。,Wǒmen wán de hěn kāixīn.,We enjoyed ourselves very much.
开心,kāixīn,"joyful; to feel happy, to make fun of",你开心吗？,Nǐ kāixīn ma?,Do you feel happy?
旁边,pángbiān,side,他站在车站旁边。,Tā zhàn zài chēzhàn pángbiān.,He is standing beside the station.
旁边,pángbiān,side,你的旁边就是银行。,Nǐ de pángbiān jiùshì yínháng.,Right beside you is a bank.
背,bèi,"back; to turn one's back, to hide from, to recite from memory",他的背受伤了。,Tā de bèi shòushāng le.,He was wounded in the back.
背,bèi,"back; to turn one's back, to hide from, to recite from memory",这文章我背得很辛苦。,Zhè wénzhāng wǒ bèi de hěn xīnkǔ.,I had a hard time reciting the text from memory.
青春,qīngchūn,"youth, age",她又恢复了青春。,Tā yòu huīfùle qīngchūn.,She regained her youth.
青春,qīngchūn,"youth, age",她充满了青春的活力。,Tā chōngmǎnle qīngchūn de huólì.,She's full of youth and vigor.
跨,kuà,"to stride, to ride, to cross, to go beyond",他跨过了栏杆。,Tā kuàguòle lán'gān.,He crossed the railing.
跨,kuà,"to stride, to ride, to cross, to go beyond",他跨上自行车走了。,Tā kuàshàng zìxíngchē zǒu le.,He got on his bike and left.
帮,bāng,"to help, to assist; counter for groups",请你帮我拿一下包。,Qǐng nǐ bāng wǒ ná yíxià bāo.,Please help me carry the bag.
帮,bāng,"to help, to assist; counter for groups",这帮年轻人很吵闹。,Zhè bāng niánqīngrén hěn chǎonào.,This group of young people is very noisy.
人事,rénshì,"human affairs, ways of the world, personnel, consciousness",她太年轻，还不懂人事。,"Tā tài niánqīng, hái bù dǒng rénshì.",She's too young to know the ways of the world.
人事,rénshì,"human affairs, ways of the world, personnel, consciousness",我在公司负责人事。,Wǒ zài gōngsī fùzé rénshì.,I'm responsible for personnel in the company.
鸡蛋,jīdàn,egg,我买了一打鸡蛋。,Wǒ mǎile yì dá jīdàn.,I bought a dozen eggs.
鸡蛋,jīdàn,egg,她每天吃一个鸡蛋。,Tā měi tiān chī yígè jīdàn.,She eats one egg every day.
不安,bù'ān,"uneasy, restless, sorry",我感到很不安。,Wǒ gǎndào hěn bù'ān.,I feel uneasy.
不安,bù'ān,"uneasy, restless, sorry",那个消息让他不安。,Nàge xiāoxi ràng tā bù'ān.,That news made him uneasy.
街道,jiēdào,"street, district",街道上不能停车。,Jiēdào shang bù néng tíngchē.,No parking on the street.
街道,jiēdào,"street, district",他在街道办公室。,Tā zài jiēdào bàngōngshì.,He's in the district office.
估计,gūjì,"to estimate, to appraise; estimate",我估计她不会来了。,Wǒ gūjì tā bú huì lái le.,I guess she won't come.
估计,gūjì,"to estimate, to appraise; estimate",他对事情的估计错误。,Tā duì shìqing de gūjì cuòwù.,He made an incorrect appraisal of the matter.
沟通,gōutōng,"to link, to connect, to communicate",他善于与人沟通。,Tā shànyú yǔ rén gōutōng.,He's good at communicating with people.
沟通,gōutōng,"to link, to connect, to communicate",公司双方需要沟通。,Gōngsī shuāngfāng xūyào gōutōng.,The two companies need to establish communication.
酸,suān,"sour, tart",这些葡萄真酸。,Zhèxiē pútao zhēn suān.,These grapes are really sour.
酸,suān,"sour, tart",牛奶有点酸了。,Niúnǎi yǒudiǎn suān le.,The milk's turned a little sour.
牛奶,niúnǎi,cow's milk,牛奶很有营养。,Niúnǎi hěn yǒu yíngyǎng.,Milk is very nutritious.
牛奶,niúnǎi,cow's milk,我喜欢喝牛奶。,Wǒ xǐhuan hē niúnǎi.,I like drinking milk.
确保,quèbǎo,"to ensure, to assure",请确保安全生产。,Qǐng quèbǎo ānquán shēngchǎn.,Please ensure safe production.
确保,quèbǎo,"to ensure, to assure",我们努力确保工作按时完成。,Wǒmen nǔlì quèbǎo gōngzuò ànshí wánchéng.,We strived to ensure that the work was completed on time.
面对,miànduì,"to face, to confront",他勇于面对困难。,Tā yǒngyú miànduì kùnnan.,He has the courage to face difficulties.
面对,miànduì,"to face, to confront",警察常常要面对危险。,Jǐngchá chángcháng yào miànduì wēixiǎn.,Police often have to face danger.
登记,dēngjì,"to register, to enroll, to check in",他们登记入学。,Tāmen dēngjì rùxué.,They're enrolled in school.
登记,dēngjì,"to register, to enroll, to check in",入住酒店需要先登记。,Rùzhù jiǔdiàn xūyào xiān dēngjì.,Before you can stay at a hotel you need to check in.
先后,xiānhòu,"early or late, order, priority; one after another",我和他先后离开。,Wǒ hé tā xiānhòu líkāi.,He left right after I did.
先后,xiānhòu,"early or late, order, priority; one after another",他先后做过销售员、教师等。,"Tā xiānhòu zuòguò xiāoshòuyuán, jiàoshī děng.",He held various jobs such as salesman and teacher.
唱,chàng,to sing,我很喜欢唱歌。,Wǒ hěn xǐhuan chànggē.,I really like singing.
唱,chàng,to sing,他们在唱什么？,Tāmen zài chàng shénme?,What are they singing?
外交,wàijiāo,diplomacy,他是外交人员。,Tā shì wàijiāo rényuán.,He's a diplomat.
外交,wàijiāo,diplomacy,国家的外交政策改变了。,Guójiā de wàijiāo zhèngcè gǎibiàn le.,The country's foreign policy has changed.
反应,fǎnyìng,"reaction, response; to react, to respond",我和他说话，但是他没反应。,"Wǒ hé tā shuōhuà, dànshì tā méi fǎnyìng.","I spoke to him, but he didn't respond."
反应,fǎnyìng,"reaction, response; to react, to respond",电脑反应慢，我都受不了了。,"Diànnǎo fǎnyìng màn, wǒ dōu shòu bu liǎo le.",The computer reacted so slowly that I couldn't bear it.
于是,yúshì,"so, then, thereupon",他完成了工作，于是回家了。,"Tā wánchéngle gōngzuò, yúshì huíjiā le.",He finished the work and then went home.
于是,yúshì,"so, then, thereupon",累了，于是我就睡觉了。,"Lèi le, yúshì wǒ jiù shuìjiào le.",I went to bed because I was tired.
当,dàng,"to treat, to regard as, to pawn",我把手表当了。,Wǒ bǎ shǒubiǎo dàng le.,I pawned my watch.
当,dàng,"to treat, to regard as, to pawn",我不把你们当客人看待。,Wǒ bù bǎ nǐmen dàng kèren kàndài.,I don't regard you as being guests.
倒,dào,"to turn upside down, to move backward, to pour; but, actually",他把水倒了。,Tā bǎ shuǐ dào le.,He dumped the water.
倒,dào,"to turn upside down, to move backward, to pour; but, actually",都春天了，倒下起雪来。,"Dōu chūntiān le, dào xiàqǐ xuě lái.","Even though it's spring, it's snowing."
居民,jūmín,"resident, inhabitant",他是本地居民。,Tā shì běndì jūmín.,He's a local resident.
居民,jūmín,"resident, inhabitant",这里的居民很友善。,Zhèlǐ de jūmín hěn yǒushàn.,The residents here are friendly.
心情,xīnqíng,"mood, state of mind",我今天心情不错。,Wǒ jīntiān xīnqíng búcuò.,I'm in a good mood today.
心情,xīnqíng,"mood, state of mind",我没心情去玩。,Wǒ méi xīnqíng qù wán.,I'm not in the mood to play.
宾馆,bīnguǎn,"hotel, guesthouse",我住在宾馆里。,Wǒ zhù zài bīnguǎn li.,I live in a hotel.
宾馆,bīnguǎn,"hotel, guesthouse",这家宾馆价格便宜。,Zhè jiā bīnguǎn jiàgé piányi.,This hotel is cheap.
权力,quánlì,"power, authority, jurisdiction",市长的权力很大。,Shìzhǎng de quánlì hěn dà.,The mayor has great power.
权力,quánlì,"power, authority, jurisdiction",有些人一旦掌握权力就会暴露本性。,Yǒuxiē rén yídàn zhǎngwò quánlì jiù huì bàolù běnxìng.,There are cases where people who seize power undergo personality changes.
财产,cáichǎn,"property, assets",这栋房子是我的财产。,Zhè dòng fángzi shì wǒ de cáichǎn.,This house is my property.
财产,cáichǎn,"property, assets",老人把财产分给了儿女们。,Lǎorén bǎ cáichǎn fēngěile ér'nǚmen.,The old man divided his property amongst his sons and daughters.
干净,gānjìng,"clean, neat and tidy",地面很干净。,Dìmiàn hěn gānjìng.,The floor is very clean.
干净,gānjìng,"clean, neat and tidy",她的房间很干净。,Tā de fángjiān hěn gānjìng.,Her room is clean.
后来,hòulái,"later, afterward; newly come",后来事情怎么样？,Hòulái shìqing zěnme yàng?,How did things turn out later?
后来,hòulái,"later, afterward; newly come",后来，他成为了科学家。,"Hòulái, tā chéngwéile kēxuéjiā.",Later he became a scientist.
椅子,yǐzi,chair,这是我的椅子。,Zhè shì wǒ de yǐzi.,This is my chair.
椅子,yǐzi,chair,我买了一把椅子。,Wǒ mǎile yì bǎ yǐzi.,I bought a chair.
国民,guómín,"nationals, people of a nation",政府要保护国民。,Zhèngfǔ yào bǎohù guómín.,The government should protect its citizens.
国民,guómín,"nationals, people of a nation",要提高国民素质。,Yào tígāo guómín sùzhì.,National quality should be improved.
前面,qiánmiàn,"in front, above, preceding",我站在他前面。,Wǒ zhàn zài tā qiánmiàn.,I stood in front of him.
前面,qiánmiàn,"in front, above, preceding",汽车前面有一只小狗。,Qìchē qiánmiàn yǒu yì zhī xiǎo gǒu.,There's a dog in front of the car.
竟然,jìngrán,"unexpectedly, to one's surprise",你竟然欺骗我！,Nǐ jìngrán qīpiàn wǒ!,You dared deceive me!
竟然,jìngrán,"unexpectedly, to one's surprise",她竟然迟到了！,Tā jìngrán chídào le!,She was unexpectedly late!
手术,shǒushù,"operation, surgery; to operate",手术很成功。,Shǒushù hěn chénggōng.,The operation was successful.
手术,shǒushù,"operation, surgery; to operate",医生在作手术。,Yīshēng zài zuò shǒushù.,The doctor is performing surgery.
妹妹,mèimei,younger sister,我有一个妹妹。,Wǒ yǒu yígè mèimei.,I have a younger sister.
妹妹,mèimei,younger sister,我妹妹在上小学。,Wǒ mèimei zài shàng xiǎoxué.,My younger sister is attending elementary school now.
主办,zhǔbàn,"to direct, to sponsor, to host",这个活动是谁主办的？,Zhège huódòng shì shuí zhǔbàn de?,Who sponsors this activity?
主办,zhǔbàn,"to direct, to sponsor, to host",公司主办了这次宴会。,Gōngsī zhǔbànle zhè cì yànhuì.,The company hosted the dinner party.
用途,yòngtú,"use, application, purpose",电脑有很多用途。,Diànnǎo yǒu hěn duō yòngtú.,Computers have many uses.
用途,yòngtú,"use, application, purpose",这个东西的用途是什么？,Zhège dōngxi de yòngtú shì shénme?,What's the use of this?
嘴,zuǐ,mouth,请你张开嘴。,Qǐng nǐ zhāngkāi zuǐ.,Please open your mouth.
嘴,zuǐ,mouth,他把食物放到嘴里。,Tā bǎ shíwù fàngdào zuǐ li.,He put the food into his mouth.
保留,bǎoliú,"to retain, to preserve, to hold back, to reserve",你可以保留自己的意见。,Nǐ kěyǐ bǎoliú zìjǐ de yìjiàn.,You may keep your views to yourself.
保留,bǎoliú,"to retain, to preserve, to hold back, to reserve",我保留了小时候的照片。,Wǒ bǎoliúle xiǎoshíhou de zhàopiàn.,I kept my childhood photographs.
现实,xiànshí,"reality; real, actual",他无法面对现实。,Tā wúfǎ miànduì xiànshí.,He can't face up to reality.
现实,xiànshí,"reality; real, actual",现实的情况很严重。,Xiànshí de qíngkuàng hěn yánzhòng.,The situation is very serious.
待遇,dàiyù,"treatment, remuneration; to treat, to deal with",这间公司的待遇很好。,Zhè jiān gōngsī de dàiyù hěn hǎo.,The wages at this company are good.
待遇,dàiyù,"treatment, remuneration; to treat, to deal with",我们享受同等待遇。,Wǒmen xiǎngshòu tóngděng dàiyù.,We enjoy the same treatment.
推进,tuījìn,"to promote, to advance, to push on; propulsion",计划推进得很顺利。,Jìhuà tuījìn de hěn shùnlì.,The plan is progressing smoothly.
推进,tuījìn,"to promote, to advance, to push on; propulsion",他们在研究飞机的推进系统。,Tāmen zài yánjiū fēijī de tuījìn xìtǒng.,They are researching the aircraft propulsion system.
公平,gōngpíng,"fair, just, impartial",他做事很公平。,Tā zuòshì hěn gōngpíng.,He does things very fairly.
公平,gōngpíng,"fair, just, impartial",那是非常不公平的。,Nà shì fēicháng bù gōngpíng de.,That's extremely unfair.
出租车,chūzūchē,taxi,我乘出租车离开。,Wǒ chéng chūzūchē líkāi.,I'm leaving by taxi.
出租车,chūzūchē,taxi,我要打出租车回家。,Wǒ yào dǎ chūzūchē huíjiā.,I'll go home by taxi.
英雄,yīngxióng,hero; heroic,他是我们的英雄。,Tā shì wǒmen de yīngxióng.,He's our hero.
英雄,yīngxióng,hero; heroic,我永远记得他的英雄形象。,Wǒ yǒngyuǎn jìde tā de yīngxióng xíngxiàng.,I'll remember his heroic image forever.
传,chuán,"to pass, to transmit, to convey, to infect",请把文件传给我。,Qǐng bǎ wénjiàn chuángěi wǒ.,Please pass me the file.
传,chuán,"to pass, to transmit, to convey, to infect",需要我传话吗？,Xūyào wǒ chuánhuà ma?,Do you need me to pass on a message?
羊,yáng,sheep,那只羊很可爱。,Nà zhī yáng hěn kě'ài.,That sheep is cute.
羊,yáng,sheep,羊是一种温顺的动物。,Yáng shì yì zhǒng wēnshùn de dòngwù.,A sheep is a docile kind of animal.
剩,shèng,to be left over,我只剩十元钱了。,Wǒ zhǐ shèng shí yuán qián le.,I have only ten yuan left.
剩,shèng,to be left over,只剩两分钟就下课了。,Zhǐ shèng liǎng fēnzhōng jiù xiàkè le.,Class will be over in two minutes.
文艺,wényì,literature and art,她喜欢看文艺节目。,Tā xǐhuan kàn wényì jiémù.,She likes watching literature and art programs.
文艺,wényì,literature and art,俄罗斯以文艺作品而闻名。,Éluósī yǐ wényì zuòpǐn ér wénmíng.,Russia is famous for its works of literature and art.
完美,wánměi,perfect,这是一个完美的计划。,Zhè shì yígè wánměi de jìhuà.,This is a perfect plan.
完美,wánměi,perfect,他的表演非常完美。,Tā de biǎoyǎn fēicháng wánměi.,His performance is perfect.
欣赏,xīnshǎng,"to appreciate, to enjoy, to admire",我很欣赏他。,Wǒ hěn xīnshǎng tā.,I admire him very much.
欣赏,xīnshǎng,"to appreciate, to enjoy, to admire",他们在欣赏歌剧。,Tāmen zài xīnshǎng gējù.,They're watching the opera.
总是,zǒngshì,"always, invariably",努力总是有收获的。,Nǔlì zǒngshì yǒu shōuhuò de.,Working hard is always rewarding.
总是,zǒngshì,"always, invariably",他饭后总是喜欢去散步。,Tā fàn hòu zǒngshì xǐhuan qù sànbù.,He always likes to go for a walk after meals.
宇宙,yǔzhòu,"universe, cosmos",宇宙是无限的。,Yǔzhòu shì wúxiàn de.,The universe is infinite.
宇宙,yǔzhòu,"universe, cosmos",我们对宇宙充满了好奇。,Wǒmen duì yǔzhòu chōngmǎnle hàoqí.,We're very curious about the universe.
报名,bàomíng,"to sign up, to register, to enroll",我报名参加球队。,Wǒ bàomíng cānjiā qiúduì.,I signed up for the team.
报名,bàomíng,"to sign up, to register, to enroll",学校开始报名了。,Xuéxiào kāishǐ bàomíng le.,Enrollment has begun.
美丽,měilì,beautiful,她是个美丽的姑娘。,Tā shì gè měilì de gūniang.,She's a beautiful girl.
美丽,měilì,beautiful,这里的景色很美丽。,Zhèlǐ de jǐngsè hěn měilì.,The scenery here is beautiful.
冰箱,bīngxiāng,"refrigerator, freezer",冰箱里有饮料。,Bīngxiāng li yǒu yǐnliào.,There are drinks in the refrigerator.
冰箱,bīngxiāng,"refrigerator, freezer",我家有一台大冰箱。,Wǒ jiā yǒu yì tái dà bīngxiāng.,There is a large fridge in my house.
长城,Chángchéng,The Great Wall,我去过长城。,Wǒ qùguò Chángchéng.,I've been to the Great Wall.
长城,Chángchéng,The Great Wall,他们很喜欢长城。,Tāmen hěn xǐhuan Chángchéng.,They like the Great Wall.
性别,xìngbié,"sex, gender",这只小猫的性别是什么？,Zhè zhī xiǎomāo de xìngbié shì shénme?,What's the kitten's gender?
性别,xìngbié,"sex, gender",有些工作对性别有要求。,Yǒuxiē gōngzuò duì xìngbié yǒu yāoqiú.,Some jobs have gender requirements.
成熟,chéngshú,"to ripen, to mature; ripe, mature",苹果成熟了。,Píngguǒ chéngshú le.,These apples are ripe.
成熟,chéngshú,"to ripen, to mature; ripe, mature",你的经验还不成熟。,Nǐ de jīngyàn hái bù chéngshú.,You haven't gained sufficient experience yet.
否则,fǒuzé,"otherwise, if not, or else",快一点，否则要迟到了！,"Kuài yìdiǎn, fǒuzé yào chídào le!",You'll be late if you don't go faster!
否则,fǒuzé,"otherwise, if not, or else",小心一点，否则你会受伤！,"Xiǎoxīn yìdiǎn, fǒuzé nǐ huì shòushāng!",You'll get hurt if you're not careful!
合适,héshì,"suitable, appropriate, right",这双鞋很合适。,Zhè shuāng xié hěn héshì.,This pair of shoes fits me well.
合适,héshì,"suitable, appropriate, right",时间正好合适。,Shíjiān zhènghǎo héshì.,This is just the right time.
横,héng,"horizontal, across; to move crosswise",他横过街道。,Tā héngguò jiēdào.,He crossed the street.
